Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
9006601 (Ballum Sluse)            ,                   52355,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   52531,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                   52531,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   52532,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                       0,                       0,                       0,                       0
9006901 (Brøns Sluse I)           ,                   52527,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                   52527,                       0,                       0,                       0
9007101 (Mandø I)                 ,                   52530,                       0,                       0,                       0
9007102 (Mandø II)                ,                   52530,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                   52153,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                   52153,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                   52529,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                   52529,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                   52530,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                   52530,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                   52530,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                   52530,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                   52194,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                   52194,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                       0,                       0,                       0,                       0
9020402 (Kerteminde Havn II)      ,                       0,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                   52472,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                   52472,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                   52527,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                   52527,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                   52530,                       0,                       0,                   52530
9030302 (Hesnæs Havn II)          ,                   49663,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                   52526,                       0,                       0,                   52526
9030402 (Rønne Havn II)           ,                   52526,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                       0,                       0,                       0,                       0
9030502 (Bandholm Havn II)        ,                       0,                       0,                       0,                       0
